,Unnamed: 0,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Primary Label,primary_probability,contest_id,contestant_id,won,probability,posterior,in_sample,secondary_probability,primary_brier,secondary_brier
835,835,836,MM,231,4,1.79,1.79,0.0,0.0,0,0,0.6,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.6859,835,1,0,0.6859,0.1514587212911234,0,0.8101459792313352,0.47045880999999995,0.6563365076646991
836,836,837,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.48,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5477,836,1,1,0.5477,0.905742145178765,0,0.5323983827282405,0.20457529000000002,0.21865127247516508
837,837,838,MM,243,1,1.86,1.99,0.0,0.8,0,1,0.32,1.19,1.86,-0.67,No,0.40201,0.0,0.13,1,MM,0.9037,837,0,1,0.0963,0.7888198757763976,0,0.7332192511318635,0.00927369000000001,0.07117196796664373
838,838,839,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.256,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2,MM,0.9608,838,0,1,0.0392,0.7318181818181818,0,0.7332192511318635,0.001536640000000001,0.07117196796664373
839,839,840,MM,268,1,1.86,1.99,0.0,0.2,0,1,0.2048,1.79,1.86,-0.07,No,0.100503,0.0,0.13,1,MM,0.9402,839,0,1,0.0597999999999999,0.7328767123287672,0,0.7262486924848719,0.0035760399999999956,0.07493977836624223
840,840,841,CH,268,2,1.86,2.18,0.0,0.0,0,1,0.16384,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.9222,840,0,0,0.0777999999999999,0.0182926829268292,0,0.7262486924848719,0.85045284,0.527437163335986
841,841,842,MM,270,2,1.86,2.18,0.0,0.0,0,0,0.331072,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5617,841,1,0,0.5617,0.1256732495511669,0,0.5323983827282405,0.31550689,0.283448037931646
842,842,843,CH,273,2,1.86,2.18,0.0,0.06,0,0,0.264858,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,MM,0.8588,842,0,0,0.1412,0.037353008992391,0,0.7423246410650608,0.73753744,0.5510458727323714
843,843,844,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.411886,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.651,843,1,0,0.651,0.128957973517559,0,0.8118743917140145,0.42380100000000004,0.6591400279210011
844,844,845,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.329509,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.9399,844,0,1,0.0601,0.762589928057554,0,0.7423246410650608,0.003612010000000005,0.06639659060224976
845,845,846,MM,274,2,1.96,2.18,0.0,0.8,0,1,0.263607,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.9746,845,0,1,0.0253999999999999,0.7478260869565218,0,0.7423246410650608,0.0006451599999999989,0.06639659060224976
846,846,847,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.210886,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.9811,846,0,1,0.0189,0.6164383561643836,0,0.7423246410650608,0.00035721000000000103,0.06639659060224976
847,847,848,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.168709,1.38,1.96,-0.58,No,0.366972,0.0,0.22,2,MM,0.9822,847,0,1,0.0178,0.6179775280898876,0,0.7353540824180692,0.00031684000000000134,0.0700374616927821
848,848,849,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.5541,848,1,0,0.5541,0.1168658698539176,0,0.5323983827282405,0.30702681000000004,0.283448037931646
849,849,850,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.4,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.8871,849,1,1,0.8871,0.9725781074398742,0,0.8562431183209451,0.01274641,0.02066604103008578
850,850,851,CH,232,1,1.69,1.99,0.0,0.0,1,0,0.7952,1.99,1.69,0.3,No,0.0,0.0,0.3,1,CH,0.7987,850,1,1,0.7987,0.9520838532568006,0,0.7658133754145682,0.04052169000000001,0.05484337513471798
851,851,852,CH,232,1,1.69,1.99,0.0,0.0,1,0,0.83616,1.99,1.69,0.3,No,0.0,0.0,0.3,1,CH,0.9078,851,1,1,0.9078,0.9790887079022672,0,0.9473137643766814,0.00850083999999999,0.0027758394241558506
852,852,853,CH,234,1,1.69,1.99,0.0,0.0,0,0,0.868928,1.99,1.69,0.3,No,0.0,0.0,0.3,1,CH,0.9568,852,1,1,0.9568,0.9866638883100646,0,0.9522259473012734,0.0018662400000000014,0.0022823601112607053
853,853,854,CH,237,1,1.75,1.99,0.0,0.0,0,0,0.895142,1.99,1.75,0.24,No,0.0,0.0,0.24,1,CH,0.9724,853,1,1,0.9724,0.990965092402464,0,0.9522259473012734,0.0007617599999999977,0.0022823601112607053
854,854,855,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.916114,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.979,854,1,1,0.979,0.9932707993474714,0,0.9522259473012734,0.0004410000000000008,0.0022823601112607053
855,855,856,CH,242,1,1.86,1.99,0.0,0.3,0,1,0.932891,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1,CH,0.9339,855,1,1,0.9339,0.9854296121705592,0,0.9473137643766814,0.004369210000000006,0.0027758394241558506
856,856,857,CH,246,1,1.86,2.09,0.0,0.0,0,0,0.946313,2.09,1.86,0.23,No,0.0,0.0,0.23,1,CH,0.9804,856,1,1,0.9804,0.99510603588907,0,0.9522259473012734,0.0003841599999999981,0.0022823601112607053
857,857,858,CH,251,7,1.86,2.09,0.1,0.0,0,0,0.95705,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9915,857,1,1,0.9915,0.996373161394318,0,0.9522259473012734,7.224999999999918e-05,0.0022823601112607053
858,858,859,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.96564,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9918,858,1,1,0.9918,0.9969758064516128,0,0.9522259473012734,6.723999999999976e-05,0.0022823601112607053
859,859,860,CH,259,1,1.76,1.99,0.0,0.2,0,1,0.972512,1.79,1.76,0.03,No,0.100503,0.0,0.23,1,CH,0.9703,859,1,1,0.9703,0.9905232797692624,0,0.9522259473012734,0.0008820899999999969,0.0022823601112607053
860,860,861,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.97801,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9914,860,1,1,0.9914,0.998186215235792,0,0.9522259473012734,7.39600000000009e-05,0.0022823601112607053
861,861,862,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.5541,861,1,0,0.5541,0.1091901728844404,0,0.5323983827282405,0.30702681000000004,0.283448037931646
862,862,863,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.4,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,MM,0.5641,862,0,0,0.4358999999999999,0.082488640335547,0,0.6615662249986568,0.31820881000000006,0.4376698700589734
863,863,864,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.351365,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0,MM,0.6577,863,0,0,0.3423,0.0716026812918951,0,0.7332192511318635,0.43256928999999994,0.5376104702303707
864,864,865,MM,231,7,1.69,1.99,0.0,0.0,0,0,0.481092,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.7491,864,1,0,0.7491,0.1451743714517437,0,0.8027690017808172,0.56115081,0.6444380702201697
865,865,866,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.384874,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.7056,865,0,0,0.2944,0.0617836175566116,0,0.7332192511318635,0.49787136,0.5376104702303707
866,866,867,CH,236,7,1.75,1.99,0.0,0.4,0,0,0.507899,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.6962,866,1,1,0.6962,0.9371772805507744,0,0.8027690017808172,0.09229443999999998,0.03890006665853528
867,867,868,MM,260,4,1.99,2.09,0.0,0.0,0,0,0.606319,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.6674,867,1,0,0.6674,0.129013079667063,0,0.8101459792313352,0.44542276,0.6563365076646991
868,868,869,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.485055,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.8986,868,1,1,0.8986,0.9775904149101398,0,0.9399367869261633,0.010281960000000008,0.0036075895647531032
869,869,870,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.588044,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9692,869,1,1,0.9692,0.9911358482787054,0,0.9522259473012734,0.0009486400000000031,0.0022823601112607053
870,870,871,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.670435,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9347,870,1,1,0.9347,0.9809038828771484,0,0.9473137643766814,0.004264090000000003,0.0027758394241558506
871,871,872,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.736348,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.5184,871,1,0,0.5184,0.0926157697121401,0,0.5197263180537376,0.26873855999999996,0.2701154456776948
872,872,873,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.589079,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,MM,0.7754,872,0,1,0.2246,0.8476104598737602,0,0.7497016185155788,0.05044516000000001,0.06264927977372084
873,873,874,CH,248,4,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.5944,873,1,1,0.5944,0.9182093571188152,0,0.6911127286554044,0.16451135999999997,0.09541134639870982
874,874,875,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.6,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.8055,874,1,1,0.8055,0.9575909661229612,0,0.8287616386925131,0.03783025,0.029322576383273437
875,875,876,CH,254,4,1.99,2.29,0.0,0.0,1,0,0.68,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.7419,875,1,1,0.7419,0.9509883563498512,0,0.7763521480116087,0.06661560999999999,0.050018361699021394
876,876,877,CH,256,4,1.99,2.29,0.0,0.0,0,0,0.744,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9416,876,1,1,0.9416,0.9845437222104596,0,0.9522259473012734,0.003410560000000001,0.0022823601112607053
877,877,878,MM,258,4,1.99,2.29,0.0,0.0,0,0,0.7952,2.29,1.99,0.3,No,0.0,0.0,0.3,4,CH,0.9448,877,1,0,0.9448,0.2743682310469314,0,0.9522259473012734,0.89264704,0.9067342547138075
878,878,879,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.63616,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.8679,878,1,1,0.8679,0.96889400921659,0,0.8636200957714631,0.01745041,0.018599478277384885
879,879,880,CH,262,4,1.99,2.09,0.0,0.0,0,0,0.708928,2.09,1.99,0.1,No,0.0,0.0,0.1,4,CH,0.9195,879,1,1,0.9195,0.981541802388708,0,0.9473137643766814,0.0064802500000000025,0.0027758394241558506
880,880,881,CH,264,4,1.99,2.09,0.1,0.0,0,0,0.767142,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.943,880,1,1,0.943,0.9823928722952906,0,0.9522259473012734,0.003249000000000006,0.0022823601112607053
881,881,882,CH,267,4,1.99,2.09,0.1,0.0,0,0,0.813714,2.09,1.89,0.2,No,0.0,0.050251,0.1,4,CH,0.9303,881,1,1,0.9303,0.9852877542189528,0,0.9473137643766814,0.004858089999999998,0.0027758394241558506
882,882,883,CH,277,4,2.09,2.09,0.2,0.4,0,0,0.850971,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,4,CH,0.9551,882,1,1,0.9551,0.986574365428991,0,0.9522259473012734,0.0020160100000000047,0.0022823601112607053
883,883,884,MM,236,7,1.75,1.99,0.0,0.4,0,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.7765,883,0,1,0.2235,0.8315217391304348,0,0.7332192511318635,0.04995225000000002,0.07117196796664373
884,884,885,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.6802,884,1,1,0.6802,0.9325044404973356,0,0.8101459792313352,0.10227203999999998,0.03604454920202859
885,885,886,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.68,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1,CH,0.7765,885,1,0,0.7765,0.175107296137339,0,0.7763521480116087,0.60295225,0.6027226577222388
886,886,887,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.544,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9688,886,1,1,0.9688,0.9925512104283054,0,0.9522259473012734,0.0009734400000000003,0.0022823601112607053
887,887,888,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.6352,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9781,887,1,1,0.9781,0.9949093870902056,0,0.9522259473012734,0.00047961000000000135,0.0022823601112607053
888,888,889,CH,273,1,1.86,2.18,0.0,0.0,0,0,0.70816,2.18,1.86,0.32,No,0.0,0.0,0.32,1,CH,0.9597,888,1,1,0.9597,0.990432612312812,0,0.9522259473012734,0.0016240900000000001,0.0022823601112607053
889,889,890,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.766528,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9684,889,1,1,0.9684,0.9898424543946932,0,0.9522259473012734,0.0009985599999999975,0.0022823601112607053
890,890,891,CH,252,7,1.86,2.09,0.1,0.0,0,0,0.5,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.8772,890,1,1,0.8772,0.9713049419266682,0,0.8562431183209451,0.015079840000000006,0.02066604103008578
891,891,892,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.6,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9345,891,1,1,0.9345,0.9821162444113264,0,0.9473137643766814,0.004290250000000001,0.0027758394241558506
892,892,893,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.68,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9631,892,1,1,0.9631,0.9898213543830494,0,0.9522259473012734,0.0013616100000000033,0.0022823601112607053
893,893,894,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9747,893,1,1,0.9747,0.9946600944752516,0,0.9522259473012734,0.0006400899999999994,0.0022823601112607053
894,894,895,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.7952,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9804,894,1,1,0.9804,0.9926650366748166,0,0.9522259473012734,0.0003841599999999981,0.0022823601112607053
895,895,896,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.83616,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9839,895,1,1,0.9839,0.995734308348568,0,0.9522259473012734,0.0002592100000000001,0.0022823601112607053
896,896,897,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.868928,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9859,896,1,1,0.9859,0.9961468262015818,0,0.9522259473012734,0.00019881000000000003,0.0022823601112607053
897,897,898,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.895142,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9812,897,1,1,0.9812,0.9957160342717258,0,0.9522259473012734,0.00035344000000000147,0.0022823601112607053
898,898,899,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.916114,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9894,898,1,1,0.9894,0.9953478964401294,0,0.9522259473012734,0.00011236000000000114,0.0022823601112607053
899,899,900,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.932891,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9957,899,1,1,0.9957,0.9981913183279744,0,0.9522259473012734,1.8489999999999747e-05,0.0022823601112607053
900,900,901,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.946313,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9964,900,1,1,0.9964,0.9985952237607868,0,0.9522259473012734,1.2960000000000343e-05,0.0022823601112607053
901,901,902,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.95705,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.996,901,1,1,0.996,0.9993971061093248,0,0.9522259473012734,1.600000000000003e-05,0.0022823601112607053
902,902,903,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.96564,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9915,902,1,1,0.9915,0.9971745711402624,0,0.9522259473012734,7.224999999999918e-05,0.0022823601112607053
903,903,904,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.972512,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.9682,903,1,0,0.9682,0.2837837837837837,0,0.9522259473012734,0.9374112399999999,0.9067342547138075
904,904,905,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.77801,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0,CH,0.9837,904,1,1,0.9837,0.9937030266097908,0,0.9522259473012734,0.00026568999999999936,0.0022823601112607053
905,905,906,MM,231,7,1.69,1.99,0.0,0.0,0,0,0.256,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,MM,0.8185,905,0,1,0.1815,0.8194130925507901,0,0.7332192511318635,0.03294225,0.07117196796664373
906,906,907,MM,233,7,1.75,1.99,0.0,0.4,1,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.8952,906,0,1,0.1048,0.7788649706457925,0,0.7262486924848719,0.010983040000000001,0.07493977836624223
907,907,908,CH,238,1,1.75,1.99,0.0,0.0,0,0,0.16384,1.99,1.75,0.24,No,0.0,0.0,0.24,1,MM,0.9238,907,0,0,0.0762,0.0178995039896484,0,0.7262486924848719,0.8534064399999999,0.527437163335986
908,908,909,CH,247,1,1.86,2.09,0.0,0.0,0,0,0.331072,2.09,1.86,0.23,No,0.0,0.0,0.23,1,MM,0.7812,908,0,0,0.2188,0.0407066052227342,0,0.7332192511318635,0.6102734400000001,0.5376104702303707
909,909,910,CH,273,1,1.86,2.18,0.0,0.0,0,0,0.464858,2.18,1.86,0.32,No,0.0,0.0,0.32,1,CH,0.8427,909,1,1,0.8427,0.9645306218964296,0,0.8562431183209451,0.024743289999999998,0.02066604103008578
910,910,911,MM,275,1,1.96,2.13,0.0,0.74,0,1,0.571886,1.39,1.96,-0.57,No,0.347418,0.0,0.17,1,MM,0.8494,910,0,1,0.1505999999999999,0.8058510638297872,0,0.7497016185155788,0.022680359999999986,0.06264927977372084
911,911,912,MM,276,2,1.99,2.18,0.0,0.0,0,1,0.32,2.18,1.99,0.19,No,0.0,0.0,0.19,2,MM,0.7686,911,0,1,0.2314,0.828853046594982,0,0.7423246410650608,0.053545960000000024,0.06639659060224976
912,912,913,CH,236,2,1.75,1.99,0.0,0.0,0,0,0.5,1.99,1.75,0.24,No,0.0,0.0,0.24,2,CH,0.535,912,1,1,0.535,0.897119341563786,0,0.5323983827282405,0.21622499999999997,0.21865127247516508
913,913,914,MM,273,2,1.86,2.18,0.0,0.06,0,0,0.6,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,CH,0.8804,913,1,0,0.8804,0.1983606557377049,0,0.8636200957714631,0.7751041599999999,0.7458396698203111
914,914,915,MM,247,2,1.89,2.09,0.0,0.0,0,0,0.68,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.9136,914,1,0,0.9136,0.2426303854875283,0,0.9473137643766814,0.8346649599999999,0.8974033681775185
915,915,916,MM,246,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.6907,915,1,0,0.6907,0.1398332264271969,0,0.8027690017808172,0.47706648999999995,0.6444380702201697
916,916,917,CH,246,2,1.89,2.09,0.0,0.0,0,0,0.4,2.09,1.89,0.2,No,0.0,0.0,0.2,2,MM,0.6524,916,0,0,0.3476,0.0663622526636225,0,0.7332192511318635,0.42562575999999996,0.5376104702303707
917,917,918,MM,266,3,1.99,2.09,0.1,0.0,0,0,0.52,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,CH,0.5465,917,1,0,0.5465,0.1223684210526315,0,0.5323983827282405,0.29866224999999996,0.283448037931646
918,918,919,MM,277,1,1.99,2.13,0.24,0.0,0,0,0.416,2.13,1.75,0.38,No,0.0,0.120603,0.14,1,CH,0.7912,918,1,0,0.7912,0.154891304347826,0,0.821384661241995,0.62599744,0.674672761723627
919,919,920,CH,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,MM,0.6559,919,0,0,0.3440999999999999,0.0738029887160719,0,0.7332192511318635,0.43020481000000005,0.5376104702303707
920,920,921,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.52,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9552,920,1,1,0.9552,0.9872491638795988,0,0.9448489698507554,0.0020070399999999955,0.0030416361265228876
921,921,922,CH,269,2,1.86,2.18,0.0,0.0,0,0,0.616,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.921,921,1,1,0.921,0.9800831691836288,0,0.9473137643766814,0.006240999999999994,0.0027758394241558506
922,922,923,MM,272,2,1.86,2.18,0.0,0.06,0,0,0.6928,2.12,1.86,0.26,No,0.027523,0.0,0.32,2,CH,0.9298,922,1,0,0.9298,0.2591549295774648,0,0.9473137643766814,0.8645280399999999,0.8974033681775185
923,923,924,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.55424,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,MM,0.7375,923,0,1,0.2624999999999999,0.8474962063732929,0,0.7497016185155788,0.06890624999999997,0.06264927977372084
924,924,925,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.443392,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,MM,0.8751,924,0,1,0.1249,0.7990353697749196,0,0.7423246410650608,0.015600010000000003,0.06639659060224976
925,925,926,MM,231,3,1.79,1.79,0.0,0.0,0,0,0.4,1.79,1.79,0.0,No,0.0,0.0,0.0,3,MM,0.852,925,0,1,0.148,0.7929634641407307,0,0.7332192511318635,0.021904000000000007,0.07117196796664373
926,926,927,MM,231,3,1.79,1.79,0.0,0.0,0,0,0.32,1.79,1.79,0.0,No,0.0,0.0,0.0,3,MM,0.8937,926,0,1,0.1062999999999999,0.8056042031523643,0,0.7332192511318635,0.011299689999999989,0.07117196796664373
927,927,928,MM,231,3,1.79,1.79,0.0,0.0,0,0,0.256,1.79,1.79,0.0,No,0.0,0.0,0.0,3,MM,0.9342,927,0,1,0.0657999999999999,0.7345679012345679,0,0.7332192511318635,0.004329639999999996,0.07117196796664373
928,928,929,MM,234,3,1.79,2.09,0.0,0.0,0,0,0.2048,2.09,1.79,0.3,No,0.0,0.0,0.3,3,MM,0.8896,928,0,1,0.1104,0.8218694885361552,0,0.7262486924848719,0.012188160000000012,0.07493977836624223
929,929,930,MM,236,3,1.79,2.09,0.0,0.0,0,0,0.16384,2.09,1.79,0.3,No,0.0,0.0,0.3,3,MM,0.9041,929,0,1,0.0958999999999999,0.7439024390243902,0,0.7262486924848719,0.009196809999999998,0.07493977836624223
930,930,931,CH,242,3,1.99,2.23,0.0,0.0,0,0,0.131072,2.23,1.99,0.24,No,0.0,0.0,0.24,3,MM,0.948,930,0,0,0.052,0.0130252100840336,0,0.7262486924848719,0.898704,0.527437163335986
931,931,932,CH,227,4,1.79,1.79,0.0,0.0,0,1,0.5,1.79,1.79,0.0,No,0.0,0.0,0.0,4,MM,0.6729,931,0,0,0.3270999999999999,0.0741741741741741,0,0.7332192511318635,0.4527944100000001,0.5376104702303707
932,932,933,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.6,2.23,1.99,0.24,No,0.0,0.0,0.24,4,CH,0.8055,932,1,1,0.8055,0.956630109670987,0,0.8287616386925131,0.03783025,0.029322576383273437
933,933,934,CH,272,3,1.99,2.09,0.0,0.4,0,0,0.6,1.69,1.99,-0.3,No,0.191388,0.0,0.1,3,MM,0.5683,933,0,0,0.4317,0.0839185393258427,0,0.6780485923823721,0.32296489,0.45974989363171626
934,934,935,MM,227,2,1.69,1.69,0.0,0.0,0,0,0.211886,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.8705,934,0,1,0.1294999999999999,0.7828054298642534,0,0.7332192511318635,0.016770249999999987,0.07117196796664373
935,935,936,MM,229,2,1.69,1.69,0.0,0.0,0,0,0.169509,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.9351,935,0,1,0.0648999999999999,0.780281690140845,0,0.7262486924848719,0.004212009999999994,0.07493977836624223
936,936,937,MM,231,2,1.69,1.69,0.3,0.0,1,0,0.135607,1.69,1.39,0.3,No,0.0,0.177515,0.0,2,MM,0.91,936,0,1,0.0899999999999999,0.7785388127853882,0,0.7262486924848719,0.008099999999999994,0.07493977836624223
937,937,938,MM,233,2,1.69,1.69,0.0,0.0,0,0,0.108486,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.9564,937,0,1,0.0435999999999999,0.722488038277512,0,0.7262486924848719,0.0019009599999999975,0.07493977836624223
938,938,939,MM,237,2,1.75,1.99,0.0,0.0,0,0,0.086789,1.99,1.75,0.24,No,0.0,0.0,0.24,2,MM,0.8794,938,0,1,0.1206,0.800332778702163,0,0.7262486924848719,0.01454436000000001,0.07493977836624223
939,939,940,MM,249,2,1.89,2.09,0.0,0.0,0,0,0.069431,2.09,1.89,0.2,No,0.0,0.0,0.2,2,MM,0.7512,939,0,1,0.2488,0.8323793949304987,0,0.7262486924848719,0.06190144000000001,0.07493977836624223
940,940,941,MM,250,2,1.89,2.09,0.0,0.0,0,0,0.055545,2.09,1.89,0.2,No,0.0,0.0,0.2,2,MM,0.8814,940,0,1,0.1186,0.7910714285714285,0,0.7262486924848719,0.01406596000000001,0.07493977836624223
941,941,942,MM,251,2,1.89,2.09,0.13,0.0,0,0,0.044436,2.09,1.76,0.33,No,0.0,0.068783,0.2,2,MM,0.8987,941,0,1,0.1012999999999999,0.7803468208092486,0,0.7262486924848719,0.010261689999999988,0.07493977836624223
942,942,943,MM,255,2,1.89,2.18,0.13,0.0,0,0,0.035549,2.18,1.76,0.42,No,0.0,0.068783,0.29,2,MM,0.9395,942,0,1,0.0605,0.795774647887324,0,0.7262486924848719,0.00366025,0.07493977836624223
943,943,944,MM,256,3,1.99,2.29,0.0,0.0,0,0,0.028439,2.29,1.99,0.3,No,0.0,0.0,0.3,3,MM,0.9658,943,0,1,0.0342,0.7078651685393258,0,0.7262486924848719,0.0011696400000000007,0.07493977836624223
944,944,945,MM,256,2,1.89,2.18,0.13,0.0,0,0,0.022751,2.18,1.76,0.42,No,0.0,0.068783,0.29,2,MM,0.9425,944,0,1,0.0574999999999999,0.7482517482517482,0,0.7262486924848719,0.0033062499999999993,0.07493977836624223
